,name,rebuttal,len_rebuttal
561,Bash,But...,1
562,Kasich,"...Dana, way maximizes value sale profit. It disgusting, American people need hear it...",13
563,Bash,But it...,2
564,Kasich,"...we fighting other. She's real opponent, real problem.",8
565,Bash,"But, governor, -- but, governor, reality is, just two weeks' time...",11
566,Bash,"...we going facing question whether enough shut government make statement, still Democrat White House. Do oppose support it?",18
567,Kasich,"I'll tell -- I'll tell I'd willing fight for. I'll tell I'd willing fight for. Why will (ph) put tax reform president's desk, can simplify tax system?",27
568,Bash,"Yes no, support shutdown?",4
569,Kasich,"No, no, really important, Dana. We got talk willing shut for. Why put tax reform president's desk, make veto wants do? Why repealed replaced Obamacare? Make veto wants do.",29
570,Bash,We're talking Planned Parenthood right now.,6
571,Christie,And thing Planned Parenthood?,4
572,Bash,Can answer yes no?,4
573,Christie,"We elected Republican Congress this. And it, not. And giving president pass.",12
574,Fiorina,"Dana, I'd like to...",4
575,Bash,"One time. I'm sorry, I just want get answer.",9
576,Christie,"I put list, Dana. We things forcing president take action.",10
577,Bash,So support shutdown.,3
578,Christie,"Let's force says going do. Now I know whether not, force it.",12
579,Fiorina,"Dana, I like link two issues, incredibly important, Iran Planned Parenthood. One something defense security nation. The something defense character nation. You heard plan Iran politician here, plan. On day one Oval Office, I will make two phone calls, first good friend Bibi Netanyahu reassure will stand state Israel. The second, supreme leader, tell unless opens every military every nuclear facility real anytime, anywhere inspections people, his, we, United States America, will make difficult possible move money around global financial system. We can that, need anyone's cooperation it. And every ally every adversary world will know United States America back leadership business, must stand allies. As regards Planned Parenthood, anyone watched videotape, I dare Hillary Clinton, Barack Obama watch tapes. Watch fully formed fetus table, heart beating, legs kicking someone says keep alive harvest brain. This character nation, will stand force President Obama veto bill, shame us.",147
580,Tapper,"Dana, I want continue subject. Governor Bush, recently said discussing Planned Parenthood, quote, ""not sure need half billion women's health issues."" Now since said misspoke, mean say ""women's health issues."" But Donald Trump said quote, comment, Hillary Clinton seize upon immediately, will haunt way Mitt Romney's 47 percent video haunted him. Tell Donald Trump wrong.",55
581,Bush,"Well, wrong lot things, wrong I'm pro-life governor stage. I got act core beliefs. It's part I am. Life gift God. And beginning end need respect err side life. And I defunded Planned Parenthood. We created climate parental notification took place. We state fund crisis pregnancy centers state moneys. We totally focused this. And I bring kind philosophy Washington, D.C. So solution this. Title X HHS funding, something ""Reagan Rule."" It passed 1988. And rule defined, courts approved this, Planned Parenthood, separate money actual abortion procedures, 330,000 abortions take place clinic, promotion it. He interpreted right way, courts ruled favor, Planned Parenthood get funding time President Clinton came in. When I'm elected president, will restore interpretation Title X. And deal will finished.",122
582,Tapper,"Thank you, Governor Bush. Donald Trump, let just...",8
583,Trump,"Jeb, just...",2
584,Tapper,"The quote was, ""I'm sure need half billion dollars women's health issues."" He said misspoke. You said going haunt him. Why think that?",23
585,Trump,"I think will haunt him. I think terrible. I think going haunt absolutely. He came back later said misspoke. There question I heard said statement. I watching said statement. And I said, wow, I believe it. I will take care women. I respect women. I will take care women. One thing will say I like get back Iran situation. We're talking Iran. The agreement terrible. It incompetent. I've never seen anything like it. One worst contracts kind I've ever seen. And nobody ever mentions North Korea maniac sitting actually nuclear weapons somebody better start thinking North Korea perhaps couple places. But certainly North Korea. And Ted I spoken. We've -- lot us spoken. We're talking Iran. They bad actors, bad things going happen. But meantime, somebody right now North Korea got nuclear weapons saying almost every week, I'm ready use them. And even mention it.",145
586,Tapper,Governor Bush?,2
587,Bush,"There 13,000 community-based organizations provide health services women, 13,000 country. I believe Planned Parenthood get penny federal government. Those organizations get funding, just I increased funding I governor state. That's way improve condition people. And, Donald, I governor, also increased opportunities women. Women's income grew three times faster national average I governor.",52
588,Trump,So say it? Why say it?,6
589,Bush,We improved -- improved --,5
590,Trump,"I know, say it? I heard myself. Why say it?",10
591,Bush,-- increased child support -- increased child support broken system 90 percent.,12
592,Trump,You said going cut funding women's health. You said it.,10
593,Bush,I proven record. I proven record.,6
594,Trump,You said it.,3
595,Tapper,I want -- going get --,6
596,Walker,"Jake, just one moment. This -- something bigger this. Now, I -- like many governors here, I defunded Planned Parenthood four-and-a-half years ago, Blue State. But bigger that. We Blue State, took money put women's health, exactly talking here. But I think bigger issue able nationally, precisely many Republicans upset Washington. They see House see Senate say pass this. Why defund Planned -- put spending bill. Forget 60-vote rule, reason -- Constitution call 60 votes. Pass 51 votes, put desk president --",82
597,Tapper,"Thank you, Governor.",3
598,Walker,-- go forward actually make point. This --,8
599,Tapper,"Thank you, Governor.",3
600,Walker,-- people upset Washington.,4
601,Tapper,"We're going -- going get many issues. This -- still first block, believe not. We're going get many issues, end block, Ms. Fiorina, I want ask this. In interview last week Rolling Stone magazine, Donald Trump said following you. Quote, ""Look face. Would anyone vote that? Can imagine that, face next president?"" Mr. Trump later said talking persona, appearance. Please feel free respond think persona. (LAUGHTER)",66
602,Fiorina,"You know, interesting me, Mr. Trump said heard Mr. Bush clearly Mr. Bush said. I think women country heard clearly Mr. Trump said.",23
603,Trump,"I think got beautiful face, I think beautiful woman.",9
604,Tapper,"All right. On note, less two minutes -- going take quick break. In less two minutes, contentious issue campaign trail. And candidates stage split handle it. That's coming next. Please give applause candidates. (COMMERCIAL BREAK)",35
605,Tapper,"Welcome CNN's Republican Presidential Debate. No topic perhaps combustible campaign issue immigration. Mr. Trump, called deporting every undocumented immigrant, Governor Christie said, quote, ""There enough law enforcement officers -- local, county, state federal combined -- forcibly deport 11 12 million people."" Tell Governor Christie much plan will cost, will get done.",51
606,Trump,"Correct. First all, I want build wall, wall works. So important, big part it. Second all, lot really bad dudes country outside, I think Chris knows that, maybe well anybody. They go, I get elected, first day gone. Gangs place. Chicago, Baltimore, matter look. We country based laws. I will make sure laws adhered to. These illegal immigrants. I think even asking question I run I ran, I brought up, opening remarks Trump Tower, I took heat like nobody taken heat long time. And, found killing Katie, San Francisco, many crimes, found I right. And, people, many people, apologized me. I think even talking illegal immigration me. So, country laws, going go out, come back deserve come back. If bad record, arrested, jail, never coming back. We're going country again. Right now, country, border, going something it, can done proper management, can done heart.",144
607,Tapper,"Governor Christie, I talked interview. You say big wall, plan deport 11 12 million undocumented immigrants, sounds great, never going happen. Tell skeptical plans?",24
608,Christie,"First of, Jake, I yield anybody enforce law. I'm person stage spent seven years United States Attorney September 11th, I know this. The fact though 15,000 people day deported every day two years undertaking almost none us accomplish given current levels funding, current number law enforcement officers. Here's need do, I think Donald absolutely right. What need secure border, need just wall. We need use electronics, need use drones, need use FBI, DEA, ATF, yes, need take fingerprint every person comes country visa, overstay visa, need tap shoulder, say, ""You overstayed welcome, taking advantage American people. It's time go."" If kind system place, 11 million people now.",107
609,Tapper,"Thank you, Governor Christie...",4
610,Trump,"...By way, I agree -- Chris saying, but, I will say this. Illegal immigration costing us $200 billion dollars year just maintain have.",23
611,Tapper,"I want bring Dr. Carson skeptical plan immediately deport 11 12 million illegal immigrants. He said, quote, ""People say idea entails."" Why say that, Dr. Carson?",26
612,Carson,"Well, first all, I recognize incredible illegal immigration problem. I Arizona weeks ago border. I mean, fences manned, kind fences I kid barely slow us down. So, I see purpose that. Now, need look something actually works. Yuma County, Arizona. They stop 97 percent illegal immigrants there. They put double fence road quick access enforcement people. If seal border, rest stuff clearly matter. It's kind ridiculous things talk about. We ability it, will it. There one area cut hole fence, repair it, put strands barb wire across. Well, photographers us, wanted photograph us side Mexicans, went there, physically fit people, took cameras things them, shot us side. That's easy get across. And, drugs, I mean, goes on, on, on. ICE tells release people, 67,000 criminals released...",126
613,Tapper,...Dr. Carson...,2
614,Carson,"...on property, ridiculous.",3
615,Tapper,"With due respect, said Donald Trump's plan deport 11 12 million undocumented immigrants, ""People say idea entails."" Why not?",19
616,Carson,"Well, I also said, anybody knows that, I willing listen. And, can, know, specify exactly going done, cost, sounds reasonable, I think worth discussing...",24
617,Trump(?),...(INAUDIBLE)...,1
618,Tapper,...let's continue conversation illegal immigration Dana Bash.,7
619,Bash,"Governor Bush, Mr. Trump suggested views immigration influenced Mexican born wife. He said that, quote, ""If wife Mexico, I think I soft spot people Mexico."" Did Mr. Trump go far invoking wife?",32
620,Bush,"He did, did. You're proud family, just I am.",9
621,Trump,Correct.,1
622,Bush,"To subject wife middle raucous political conversation completely inappropriate, I hope apologize that, Donald.",14
623,Trump,"Well, I tell you, I hear phenomenal things. I hear wife lovely woman...",13
624,Bush,She is. She's fantastic.,4
625,Trump,"I know her, total mischaracterization...",5
626,Bush,"She absolutely love life, right here...",6
627,Trump,Good.,1
628,Bush,And apologize right now.,4
629,Trump,"No, I that, I've said nothing wrong.",7
630,Bush,Yeah.,1
631,Trump,But I hear lovely woman.,5
632,Bush,"So, deal. My wife Mexican-American. She's American choice. She loves country much anybody room, wants secure border. But wants embrace traditional American values make us special make us unique. We're crossroads right now. Are going take Reagan approach, hopeful optimistic approach, approach says that, come country legally, pursue dreams vengeance, create opportunities us? Or Donald Trump approach? The approach says everything bad, everything coming end. I...",66
633,Bash,Mr. Trump?,2
634,Trump,Jeb said...,2
635,Bush,I'm Reagan side this.,4
636,Trump,"... come country act love. With problems have, many instances -- wonderful people coming in. But problems -- act love. He's weak immigration -- way, favor Common Core, also disaster, weak immigration. He get vote.",35
637,Bash,Mr. Trump...,2
638,Fiorina,"Dana, said Mr. Trump...",4
639,Bash,Go ahead.,2
640,Fiorina,"Immigration come 2016 Mr. Trump brought up. We talked 2012, talked 2008. We talked 2004.",15
641,Trump,Not intensity.,2
642,Fiorina,We talking 25 years. This people tired politicians.,8
643,Bash,"Ms. Fiorina -- Ms. Fiorina, going come you, going come you. I just want give Governor Bush chance respond Mr. Trump said.",22
644,Bush,"Look, first all, I wrote book this, three -- four years ago, now. And I laid comprehensive, conservative approach immigration reform. And require securing border. No one disagrees that. But build wall, deport people -- half million month -- cost hundreds billions dollars, Donald. Hundreds billions dollars. It destroy community life, tear families apart. And send signal rest world United States values important long-term success longer matter country.",68
645,Trump,"As I said, spending $200 billion -- spending $200 billion year maintaining have. We will move out. The great ones will come back, good ones will come back. They'll expedited, back, come back legally. We'll country -- come back, legally.",40
646,Bash,"OK, note, criticized Governor Bush speaking Spanish campaign trail. You said, quote, ""He really set example speaking English United States."" What's wrong speaking Spanish?",24
647,Trump,"Well, I think wonderful all, I little bit half-heartedly, I mean large extent. We country, where, assimilate, speak English. And I think was, way came sound right me. We assimilation -- country, assimilation. I'm first one say this, Dana. We've many people years, many, many years, saying thing. This country speak English, Spanish.",53
648,Bush,"Well, I've speaking English tonight, I'll keep speaking English. But simple fact is, high school kid asks question Spanish, school -- way, voucher program created watch, largest voucher program country, kids can go Christian school, ask question Spanish, I'm going show respect answer question Spanish. Even though speak English, even though embrace American values.",54
649,Trump,"This reporter, high school kid.",5
650,Rubio,"Ms. Dana, I agree English unifying language country, everyone learn speak it. It's important. I want tell story someone speak English well. It grandfather; came country 1960s, -- escaping Cuba. And lived us, growing up. And grandfather loved America. He understood special country. He loved Ronald Reagan; proud fact evening. My grandfather instilled belief I blessed live one society human history even I, son bartender maid, aspire anything, anything I willing work hard achieve. But taught Spanish, language comfortable in. And became conservative, even though got news Spanish. And so, I give interviews Spanish, -- I believe free enterprise limited government best way help people trying achieve upward mobility. And get news Spanish, I want hear directly me. Not translator Univision.",121
651,Tapper,"Thank you, Senator Rubio.",4
652,Tapper,"Senator Cruz -- Senator Cruz, week, learned Dr. Carson's plan 11 million 12 million undocumented immigrants country. Dr. Carson proposed giving undocumented immigrants six- month grace period pay back taxes let become guest workers deport people failed that.",38
653,Carson,Not exactly I said.,4
654,Tapper,"Well, say it, sir? I just reading Wall Street Journal quote, please tell us.",14
655,Carson,"Well, I said, seal borders, turn spigot dispenses goodies people coming here, including employment, people pristine record, consider allowing become guest workers, primarily agricultural sphere, place Americans seem want work. That's I said. And six-month period that. If within time period, become illegal, illegals, will treated such.",47
656,Tapper,"OK, horse's mouth, Senator Cruz, fit definition amnesty?",8
657,Cruz,"Well, Jake, know, I'm -- I'm glad Donald Trump's race forced mainstream media finally talk illegal immigration. I think important. I like respect Ben Carson. I'll let talk plans. But I will say this: The natural next question primary voters asking, focus illegal immigration is, okay, records various candidates? And issue stark differences. A majority men women stage previously publicly embraced amnesty. I candidate stage never supported amnesty and, fact, helped lead fight stop massive amnesty plan. In 2013, Barack Obama Harry Reid joined Washington Republicans massive, I stood shoulder shoulder Jeff Sessions helping lead fight. You know, folks talked about, secure borders? Well, I've leading fight Senate triple Border Patrol, put place fencings walls, put place strong biometric exit/entry system...",121
658,Tapper,"Thank you, Senator. Senator Rubio...",5
659,Carson,Can I -- can I -- can I just...,9
660,Tapper,... I'm sure...,3
661,Carson,Can I correct...,3
662,Tapper,"We'll come back -- come back one second, sir. But Senator Rubio, I'm sure exactly whose plan -- saying -- constitutes amnesty, I know said plan past, I want give chance respond, then, Dr. Carson, come you.",37
663,Carson,OK.,1
664,Rubio,"Well, let say legal immigration issue I read newspaper. Immigration, illegal immigration, good aspects immigration negative ones well, I live with. My family's immigrants. My neighbors immigrants. My in-laws immigrants. So I've seen every aspect it, I can tell America one immigration problem, three. First, despite fact generous country history world allowing people come legally, people still coming illegally. Second, legal immigration system longer works. It primary built basis whether relative living instead merit. And third, 11 million 12 million people, many longer decade already illegally. And must deal three problems. We deal three problems one massive piece legislation. I learned that. We tried way. Here's way forward: First, must -- must secure border, physical border, -- wall, absolutely. But also need entry/exit tracking system. 40 percent people come illegally come legally, overstay visa. We also need mandatory e-verify system. After done that, step two modernize legal immigration system come America basis can contribute economically, whether simply relative living here. And done two things, I believe American people...",168
665,Tapper,"Thank you, Senator.",3
666,Rubio,"... will reasonable responsible someone criminal. If criminal, obviously, will able stay.",12
667,Tapper,"Thank you, Senator. Senator -- Dr. Carson... ... I want give 30 seconds. I'd like answer question. Senator Cruz describes plans amnesty. Why plan amnesty?",25
668,Carson,"My plan amnesty number reasons. Number one, know, I've talked farmers, said hire Americans kind job I'm talking about. And second reason individuals register guest workers, get vote, American citizens, get rights privileges American citizens. So key. But thing I want bring is, I mentioned something earlier. I think just sort glossed over. I talked success Yuma County, I mean, incredible success, Department Justice said, ""No, want that. That's successful."" We keep reinventing wheel. All look things work. All use little common sense.",83
669,Tapper,"Thank you, Dr. Carson. I want talk issue birthright citizenship, -- emerged since first debate -- -- major issue campaign. Mr. Trump, say babies born United States undocumented immigrants longer get automatic American citizenship. Ms. Fiorina says pandering issue acting like politicians rail against. What's message Ms. Fiorina birthright citizenship?",50
670,Trump,"Well, first all, -- 14th Amendment says very, clearly lot great legal scholars -- television scholars, legal scholars -- wrong. It can corrected act Congress, probably even need that. A woman gets pregnant. She's nine months, walks across border, baby United States, take care baby 85 years. I think so. And way, Mexico almost every country anywhere world that. We're ones dumb enough, stupid enough it. And people -- way, just respect Mexico. They coming Asia babies here, sudden, take care babies life baby. The 14th Amendment, reads properly, can go -- probably going check -- go process court, probably ends Supreme Court, lot great legal scholars say correct. And opinion, makes absolutely -- -- one countries, going take care babies 70, 75, 80, 90 years? I think so.",129
671,Tapper,"Ms. Fiorina, vast majority countries birthright citizenship...",7
672,Tapper,...Donald Trump right that. Why pandering -- says this?,9
673,Fiorina,"First let say, We just spent good bit time discussing, Republicans, solve problem. I ask audience home ask basic question. Why Democrats solved problem? President Obama campaigned 2007 2008 solving immigration problem. He entered Washington majorities House Senate. He chosen anything solve pro -- problem. Instead, chose nothing. Why? Democrats want issue solved.",53
674,Tapper,Ms. Fiorina...,2
675,Fiorina,They want issue can use. As birthright citizenship...,8
676,Tapper,Please.,1
677,Fiorina,"...the truth is, just wave hands say ""the 14th Amendment gonna go away."" It will take extremely arduous vote Congress, followed two-thirds states, work amend Constitution, long, arduous process court. And meanwhile, will continue go gone 25 years. With due respect, Mr. Trump, talking illegal immigration 25 years. San Francisco sanctuary city since 1989. There 300 them. And meanwhile, happened? Nothing. The border remains insecure. The legal immigration system remains broken. Look, know takes secure border. We've heard lot great ideas here. Money, manpower, technology... TAPPER : Thank you, Ms. Fiorina.",91
678,Fiorina,"...mostly, apparently, leadership...",3
679,Tapper,Thank you.,2
680,Fiorina,...the kind leadership understands get results.,6
681,Tapper,"Thank you, Ms. Fiorina. Mr. Trump, I want give chance respond...",11
682,Trump,"I agree 100 percent, way, Carly fact Democrats want solve problem, obvious reasons, not. But I believe reading 14th Amendment allows interpretation legal done. I've seen sides, greatest scholars agree me, without go Congress. If go Congress, can absolutely solve problem.",41
683,Tapper,"Thank you, Mr. Trump. Senator Paul...",6
684,Fiorina,"But -- stipulate, Mr. Trump, everyone agrees you.",8
685,Trump,"That's true, sure.",3
686,Fiorina,OK.,1
687,Tapper,"Senator Paul, I want bring in. Where -- stand issue birthright citizenship?",12
688,Paul,"Well, I hate say it, Donald Trump bit point here. The case decided around 1900 was, people green card, legally, said children citizens. There's never direct Supreme Court case people illegally, whether kids citizens. So really completely adjudicated. The 14th Amendment says ""those jurisdiction."" The original author -- 14th Amendment said Senate floor applying slaves, specifically apply others.",58
689,Tapper,"All right. Senator Paul, thank much. Let's turn new topic. We've received lot questions social media economy jobs. We two CEOs stage right now. Ms. Fiorina, CEO Hewlett Packard. Donald Trump says you, quote, ""ran HP ground,"" laid tens thousands people, got viciously fired. For voters looking somebody private-sector experience create American jobs, pick Donald Trump?",56
690,Fiorina,"I led Hewlett Packard difficult time, worst technology recession 25 years. The NASDAQ stock index fell 80 percent. It took 15 years stock index recover. We strong competitors literally went business lost jobs process. Despite difficult times, doubled size company, quadrupled topline growth rate, quadrupled cash flow, tripled rate innovation. Yes, make tough choices, so, saved 80,000 jobs, went grow 160,000 jobs. And now Hewlett Packard almost 300,000 jobs. We went lagging behind leading every product category every market segment. We must lead nation again, tough calls going required. But firing, I honest day happened. When challenge status quo, make enemies. I made few. Steve Jobs told called day I fired say, hey, there, done twice. It's also true man led firing, Tom Perkins, just took --",127
691,Tapper,"Thank you, Ms. Fiorina.",4
692,Fiorina,"-- full-page ad New York Times say wrong, I right. I terrific CEO, board dysfunctional. And thinks I will make magnificent president United States.",24
693,Tapper,"Thank you, Ms. Fiorina.",4
694,Trump,Well --,2
695,Tapper,"Mr. Trump -- Mr. Trump, better creating jobs Carly Fiorina?",10
696,Trump,"-- let -- well, let just explain. The head Yale Business School, Jeffrey Sonnenfeld, wrote paper recently, one worst tenures CEO ever seen, ranked one top 20 history business. The company disaster continues disaster. They still recovered. In fact, today, front page Wall Street Journal, fired another 25 30,000 people saying still recovered catastrophe. When Carly says revenues went up, bought Compaq, terrible deal, really led destruction company. Now one company Lucent. Carly Lucent that. And Lucent turned catastrophe also. So I say this. She run companies. That I can tell you.",92
697,Tapper,"Ms. Fiorina, I want give chance respond.",7
698,Fiorina,"You know, Jeffrey Sonnenfeld well-known Clintonite honestly moment I arrived Hewlett Packard. But honestly, Mr. Trump, I find quite rich talk this. You know, lot us Americans believe going trouble someday paying back interest debt politicians run mountains debt using people's money. That fact precisely way ran casinos. You ran mountains debt, well losses, using people's money, forced file bankruptcy --",61
699,Trump,I never filed bankruptcy.,4
700,Fiorina,"-- twice, four times, record four times. Why trust manage finances --",12
701,Trump,I'll tell why; simple.,4
702,Fiorina,-- nation differently managed finances --,6
703,Trump,I'll tell you. I running --,6
704,Fiorina,-- casinos?,2
705,Trump,"-- Carly, Carly --",4
706,Tapper,Mr. Trump.,2
707,Trump,-- I've made $10 billion. I casino company -- Caesars just filed bankruptcy. Chris will tell -- Chris' fault either -- almost everybody Atlantic City either trouble filed -- maybe I'll blame Chris.,33
708,Fiorina,Well --,2
709,Trump,But Atlantic City disaster --,5
710,Fiorina,"Well, Mr. Trump --",4
711,Trump,"Wait minute, Carly. Wait. I let speak. Atlantic City disaster, I great Atlantic City. I knew get out. My timing great. And I got lot credit it. Many great business people know -- Carl Icon (ph) going work making great deals country. But whether Carl many others read time --",50
712,Tapper,"Thank you, Mr. Trump.",4
713,Trump,"-- used laws land, -- (CROSSTALK)",6
714,Tapper,Governor Christie's name invoked. I'd like give 30 second opportunity.,10
715,Christie,"Jake listen. While I'm entertained anyone personal back-and-forth history Donald Carly's career, 55-year-old construction worker audience tonight job, fund child's education, I've got tell truth. They care less careers, care theirs. Let's start talking stage stop playing -- stop playing games. Stop playing --",44
716,Kasich,There's --,2
717,Christie,"John -- I'm done yet, John.",6
718,Fiorina,A track record leadership game. It issue election.,8
719,Christie,"Stop -- stop playing -- Carly -- Carly, listen. You can interrupt everybody else stage, going interrupt me, OK? The fact want hear careers, back forth volleying back forth well poorly. You're successful people. Congratulations. You know successful? The middle class country getting plowed Barack Obama Hillary Clinton. Let's start talking issues tonight stop childish back-and-forth two you.",58
720,Tapper,"Ms. Fiorina, I want give",5
721,Kasich,Jake --,2
722,Tapper,"Governor Kasich, I'm coming next, Ms. Fiorina's name mentioned, I give opportunity respond wants it.",15
723,Fiorina,"Well, I thought hearing quite bit Govenor Christie's record governor, actually. I think track records important. I completely agree stake future nation, future every American. But I think track record leadership vital end election leadership. And talk leadership is. It's braggadocio, challenging status quo, solving problems, producing results. And highest calling leadership unlock potential others.",55
724,Tapper,Thank you.,2
725,Fiorina,Problems festered Washington long. And potential nation crushed.,8
726,Tapper,"Thank you, Ms. Fiorina. Governor Kasich, I want come -- I'm coming you. I'm coming you. Let ask question. You can use time however want.",25
727,Kasich,"OK, Jake.",2
728,Tapper,"Donald Trump says hedge fund guys getting away murder paying lower tax rate. He wants raise taxes hedge fund managers, Governor Bush. Do agree?",24
729,Kasich,"I point terms changing incentives investment risk-taking. But just stop second. There's one person stage record. I'm person stage one people country led effort chief architect last time balanced federal budget. We also cut taxes. And I left Washington 2000, $5 trillion surplus, economy booming. I spent 10 years life get us point, went private sector, great experience, went Ohio took $8 billion hole turned $2 billion surplus. We've largest amount tax cuts sitting governor. We've grown well 300,000 jobs. You see, I've done places. I'm one done places. It took lot get us balanced budget. It legitimate. It real. And negotiated it. A lot talking tonight take position position, know what? At end day, America got work. We've got figure come together deal -- fiscal problems deal that, create stronger economy everybody. People chance rise. So, know, think make choice, person lands plane. It's somebody talks it. It's person done it. And I've done in...",156
730,Tapper,"Thank you, Governor.",3
731,Kasich,... places. And I including people party. And successful.,9
732,Tapper,"Thank you, Governor Kasich.",4
733,Kasich,"And I will president, using experience drive country forward. Thank you.",11
734,Tapper,"Governor Huckabee, I want bring question hedge fund managers taxing them. You said bothered fact hedge fund managers pay low tax rate make 2,500 times people work make. Do agree Donald Trump Governor Bush proposed, raising tax rates?",38
735,Huckabee,"I different idea. I think get rid taxes people produce. Why penalize productivity? And I'm unabashed supporter ""fair tax,"" tax consumption, rather tax productivity. In words, going tax anybody earn, whether worker whose working hour whether hedge fund manager. If can produce something bring capital labor create jobs, need jobs. And I think ""fair tax"" makes sense. Now, Jake, I've listening everybody stage lot back forth I'm one done this, one done that, I've done great things. We've done great things stage. But occurs sitting Reagan Library us like pay tribute guy who, got elected, get elected telling everybody great was. He got elected telling everybody great American people were. And empowered live dreams, I'd love see us longer penalizing people working taking gut punch right now.",127
736,Tapper,"Thank you, Governor. Dr. Carson, support scrapping entire tax code replacing flat tax based principal tithing Bible. If make $10 billion, pay $1 billion taxes, make $10, pay $1 taxes. Donald Trump believes progressive taxation. He says right rich people pay poor. Tell Donald Trump ideas taxes wrong.",48
737,Carson,"It's America. You know, people say guy paid billion dollars 10, still got $9 billion left, fair, need take money. That's called socialism. That work well. What made America great nation fact said, guy just put $1 billion, create environment even conducive success next year can put $2 billion. And kind thing helps us grow. We grow continuing take piece pie, dividing it, redistributing it. But, I'm also looking doctor -- Governor Huckabee talked about...",75
738,Huckabee,"...You want operating you, I assure you. (LAUGHTER)",8
739,Carson,"The Fair Tax. Looking them, evaluating both, I'm talking American people one things must recognize country of, for, people. And, really time government get way, let people ones decide want run country.",32
740,Tapper,Mr. Trump...,2
741,Trump,"...Well, I'd like respond, I'd like respond...",7
742,Tapper,...What think flat tax? Do think fair?,7
743,Trump,"Well, I think thing flat tax, I know well. What I like make $200 million year, pay ten percent, paying little relatively somebody making $50,000 year, hire H&R Block -- complicated. One thing I'll say Ben graduated tax system many years, socialistic thing. What I'd like do, I'll putting plan two weeks, I think people going like it, major reduction taxes. It's major reduction middle class. The hedge fund guys like much like right now. I know all, pay more. I know people making tremendous amount money paying virtually tax, I think unfair.",93
744,Tapper,"Thank you, Mr. Trump. Senator Paul?",6
745,Paul,"Well, I'm glad discussion taxes everybody laments lose jobs overseas, have. Our companies, jobs chased overseas 70,000 page tax code, so, I've chosen get rid whole thing, one single rate, 14 a-half percent everybody, business, corporate income, personal income. But, also get rid payroll tax, working class get tax break well. So, I think flat tax, eliminating tax code, getting rid loopholes, way go, way get America going again.",69
746,Tapper,"Governor Walker, I want go you. Dr. Carson wants raise Federal Minimum Wage, called lame idea. Why raising Federal Minimum Wage lame?",22
747,Walker,"So, best way help people see wages go get education, skill need, take careers pay minimum wage. And, talk it, jobs. You want help actually get jobs, last question trying jump taxes. To me, just taxes, cutting taxes. I've done much anyone has. I've cut income taxes, I've cut property taxes. In fact, property taxes lower today state took office. The real issues jobs. Ronald Reagan, plan based Ronald Reagan tax cuts 1986. That brought one longest sustained periods economic growth American history. All things talking tonight create jobs, helping people get skills education qualifications need succeed. That's way help people create jobs. It's part large plan reform tax code, cut taxes, put place education system gives people skills education need. To put place energy policy, start day one repealing Obamacare. I'm one stage actually got plan, introduced actual plan repeal Obamacare day one. I'll send bill Congress, make sure enact it...",152
748,Tapper,"...Thank you, Governor...",3
749,Walker,...I'm going sign order makes Congress live rules everybody else.,10
750,Tapper,"...Thank you, Governor...",3
751,Walker,...That will ensure repeal Obamacare...,5
752,Tapper,"Dr. Carson, Governor Walker really answer question, I'll let respond. He called raising Federal Minimum Wage lame, think that?",19
753,Carson,"Well, first all, let say I actually said raising minimum wage. I asked raised, I said, probably, possibly. But, I added, I think important thing, so, I said need get sides issue sit down, talk it. Negotiate reasonable minimum wage, index never conversation history America. I think also two minimum wages, starter, sustaining young people ever going get job high minimum wage makes impractical hire them...",66
754,Tapper,"Thank you, Dr. Carson...",4
755,Walker,"...Jake, Jake, Jake, I just want address issue said I answer, I did. I said, me, I think real focus -- know, Hillary Clinton talks minimum wage. That's answer grow economy. The answer give people skills education make far minimum wage. I want argue low things going be, I want talk lift everyone America. That's Reagan talked about. It bad things were, make better everyone. That's done Wisconsin, exactly as...",70
756,Tapper,"Let bring partner Salem Radio Network, Hugh Hewitt.",8
757,Hewitt,"I'd like talk winning I think qualified former Secretary State Clinton, people first debate, different styles, Carly Fiorina, Governor Kasich, conveniently located next other, different styles. Governor Kasich, show lot. You refused attack Hillary Clinton, just want go there, want people. Go, Ohio, OK, I like that. Carly Fiorina, I bring Secretary State -- bring up, (inaudible). Which one wrong? Governor Kasich?",62
758,Kasich,"Well, look, people still get know me, I want spend time talking experience reforming welfare, balancing budgets, cutting taxes, providing economic growth I Washington, turning Ohio around. Eight billion hole, $2 billion surplus, 300,000 jobs, big tax cuts, strengthening credit. All things matter but, know, young man first election 1978, I defeated incumbent Democrat. I defeated incumbent Democrat 1982; running Reagan program, I Republican America defeat incumbent Democrat year. And then, I won election governor, I first Republican defeat incumbent 36 years, first person never run statewide politics 10 years beat incumbent. That happened 96 years. So, get point talk Hillary Clinton, whoever nominee is, record. But right now, I want give people sense hope, sense purpose, sense unity, sense can it. So...",123
759,Hewitt,Governor.,1
760,Kasich,"You know, end day, I'm going continue talk record, is, ever notice people run office, run president, make lot promises, keep them.",22
761,Hewitt,"Thank you, Governor.",3
762,Kasich,"I intend that, I going pushing -- worry Hillary. That will work out, I'm Ohio. She will beat there, I can promise that.",23
763,Hewitt,"Carly Fiorina, style?",3
