,name,rebuttal,len_rebuttal
505,Trump,"I wouldn't have drawn the line, but once he drew it, he had no choice but to go across. They do bear some responsibility, but I think he probably didn't do it, not for that reason. Somehow, he just doesn't have courage. There is something missing from our president. Had he crossed the line and really gone in with force, done something to Assad -- if he had gone in with tremendous force, you wouldn't have millions of people displaced all over the world.",84
506,Hewitt,"How much responsibility, Mr. Trump, do the senators hold?",9
507,Trump,"They had a responsibility, absolutely. I think we have three of them here...",13
508,Hewitt,Senator Rubio...,2
509,Trump,"I think they had a responsibility, yes.",7
510,Rubio,"Let me tell you -- I will tell you we have zero responsibility, because let's remember what the president said. He said the attack he would conduct would be a pinprick. Well, the United States military was not build to conduct pinprick attacks. If the United States military is going to be engaged by a commander-in-chief, it should only be engaged in an endeavor to win. And we're not going to authorize use of force if you're not put in a position where they can win. And quite frankly, people don't trust this president as commander-in-chief because of that.",99
511,Hewitt,Senator Paul?,2
512,Paul,"I think this gets to the point of wisdom on when to intervene and when we shouldn't. Had we bombed Assad at the time, like President Obama wanted, and like Hillary Clinton wanted and many Republicans wanted, I think ISIS would be in Damascus today. I think ISIS would be in charge of Syria had we bombed Assad. Sometimes both sides of the civil war are evil, and sometimes intervention sometimes makes us less safe. This is real the debate we have to have in the Middle East. Every time we have toppled a secular dictator, we have gotten chaos, the rise of radical Islam, and we're more at risk. So, I think we need to think before we act, and know most interventions, if not a lot of them in the Middle East, have actually backfired on us.",139
513,Tapper,"Thank you, Senator Paul. I want to turn now to my colleague Dana Bash.",14
514,Cruz,"Hold on, a second, Jake, he asked me, as well. I'd like to actually...",14
515,Tapper,"That would be fair, you're right. You're the third senator.",10
516,Cruz,"... respond. I think I'm the first senator. (LAUGHTER) The No. 1 test for use of military force should be the vital national security interest of the United States. The reason why I opposed President Obama bombing Syria, is because he couldn't answer the question what do you do if chemical weapons end up in the hands of radical Islamic terrorists like al-Nusra, like Al Qaida, like ISIS? Now, I also want to respond to several folks up here who said we should trust this Iranian deal, see if the Iranians will comply. Anyone who is paying attention to what Khamenei says knows that they will not comply. There is a reason Khamenei refers to Israel as the little Satan, and America as the great Satan.",126
517,Rubio,"In the middle of negotiating this treaty, Khamenei led the assembled masses in chanting, death to America. I'm reminded of a great editorial cartoon. It shows the Ayatollah Khamenei saying, ""Death to all Americans,"" and then it shows John Kerry coming back, saying, ""Can we meet ya half way?"" (LAUGHTER) We need a commander-in-chief who will stand up and protect this country. And I'll tell you, I can't wait to stand on that debate stage with Hillary Clinton and to make abundantly clear if you vote for Hillary, you are voting for the Ayatollah Khomeini to possess a nuclear weapon and if you elect me as president, under no circumstances will a theocratic ayatollah who chants death to America ever be allowed to acquire a nuclear weapon. (CROSSTALK)",128
518,Tapper,We're going to go to Dana Bash... (CROSSTALK),8
519,Kasich,"No, no, no. I want to -- I want to -- I want to say something about what the senator just said.",22
520,Fiorina,And then it'll be my turn.,6
521,Kasich,"No one is -- no -- let me -- let me suggest to you we believe that we operate better in the world when our allies work with us. President Bush did it in the Gulf War. We work better when we are unified. Secondly, nobody's trusting Iran. They violate the deal, we put on the sanctions, and we have the high moral ground to talk to our allies in Europe to get them to go with us. If they don't go with us, we slap the sanctions on anyway. If they fund these radical groups that threaten Israel and all of the West, then we should rip up the deal and put the sanctions back on. And let me make it clear -- let me make it clear... (CROSSTALK)",130
522,Kasich,"... if we think -- if we think they're getting close to a -- to developing a nuclear weapon and we get that information, you better believe that I would do everything in my power as the commander-in-chief to stop them having a nuclear weapon.",45
523,Cruz,"Jake, Jake...",2
524,Kasich,"We can have it, and we can have our allies, and we can be strong as a country, and we can project across this globe with unity, not just doing it alone. That is not what gets us where we want to get as a nation.",46
525,Tapper,Senator Cruz?,2
526,Cruz,"Jake, there is no more important topic in 2016 than this topic right here, and I've listened to several folks saying, ""Well, gosh, if they cheat, we'll act."" We won't know under this agreement -- there are several facilities in Iran they designate as military facilities that are off limit all together. Beyond that, the other facilities, we give them 24 days notice before inspecting them. That is designed to allow them to hide the evidence. And most astonishingly, this agreement trusts the Iranians to inspect themselves. That makes no sense whatsoever. And let me know -- President Obama is violating federal law...",103
527,Tapper,"Thank you, Senator.",3
528,Cruz,"... by not handing over the side deals, and we ought to see the United States Congress...",17
529,Tapper,"Thank you, Senator.",3
530,Cruz,"... stand up together and say, ""Hand over this treaty, and protect this country.""",14
531,Tapper,"Thank you, Senator. I want to...",6
532,Fiorina,Jake?,1
533,Tapper,... turn back to Governor Huckabee...,6
534,Fiorina,Jake?,1
535,Tapper,"I want to turn back to Governor Huckabee. Governor Huckabee, last week, you held a rally for a county clerk in Kentucky who was jailed for refusing to issue marriage licenses to same-sex couples, as I don't need to tell you. You've called what happened to Kim Davis, that clerk, ""an example of the criminalization of Christianity."" There are several people on the stage who disagree with you. Governor Bush, for example, says that that clerk is sworn to uphold the law. Is Governor Bush on the wrong side of the criminalization of Christianity?",94
536,Huckabee,"No, I don't think he's on the wrong side of such an issue. Jeb is a friend. I'm not up here to fight with Jeb or to fight with anybody else. But I am here to fight for somebody who is a county clerk elected under the Kentucky constitution that 75 percent of the people of that state had voted for that said that marriage was between a man and a woman. The Supreme Court in a very, very divided decision decided out of thin air that they were just going to redefine marriage. It's a decision that the other justices in dissent said they didn't have and there wasn't a constitutional shred of capacity for them to do it. I thought that everybody here passed ninth-grade civics. The courts cannot legislate. That's what Roberts said. But heck, it's what we learned in civics. The courts can't make a law. They can interpret one. They can review one. They can't implement it. They can't force it. But here's what happened: Because the courts just decided that something was going to be and people relinquished it and the other two branches of government sat by silently -- I thought we had three branches of government, they were all equal to each other, we have separation of powers, and we have checks and balances. If the court can just make a decision and we just all surrender to it, we have what Jefferson said was judicial tyranny. The reason that this is a real issue that we need to think about...",259
537,Tapper,"Thank you, Governor.",3
538,Huckabee,"No, no. Let me finish this one thought, Jake. I haven't gotten that much time, so I'm going to take just what little I can here. We made accommodation to the Fort Hood shooter to let him grow a beard. We made accommodations to the detainees at Gitmo -- I've been to Gitmo, and I've seen the accommodations that we made to the Muslim detainees who killed Americans.",68
539,Huckabee,"You're telling me that you cannot make an accommodation for an elected Democrat county clerk from Rowan County, Kentucky? What else is it other than the criminalization of her faith and the exaltation of the faith of everyone else who might be a Fort Hood shooter or a detainee at Gitmo?",51
540,Tapper,"Well, I'm not telling you that, Governor. But Governor Bush is, because he -- because he disagrees. He thinks that Kim Davis swore to uphold the law. You disagree? You're not -- you don't...",34
541,Bush,I don't think -- you're not stating my views right.,10
542,Tapper,OK. Please do.,3
543,Bush,"I think there needs to be accommodation for someone acting on faith. Religious conscience is -- is -- is a first freedom. It's -- it's a powerful part of our -- of our Bill of Rights. And, in a big, tolerant country, we should respect the rule of law, allow people in -- in -- in this country -- I'm a -- I was opposed to the decision, but we -- you can't just say, ""well, they -- gays can't get married now."" But this woman, there should be some accommodation for her conscience, just as there should be for people that are florists that don't want to participate in weddings, or bakers. A great country like us should find a way to have accommodations for people so that we can solve the problem in the right way. This should be solved at the local level...",146
544,Tapper,You did...,2
545,Bush,"And so we do agree, Mike.",6
546,Christie,I was -- (CROSSTALK),4
547,Tapper,"Governor, you said, quote, ""she is sworn to uphold the law.""",11
548,Christie,"She is, and so if she, based on conscience, can't sign that -- that marriage license, then there should be someone in her office to be able to do it, and if the law needs to be changed in the state of Kentucky, which is what she's advocating, it should be changed.",52
549,Tapper,"Let me go to my colleague Dana Bash, who has a question.",12
550,Bash,"Governor Kasich, Senator Cruz is so committed to stripping federal funds from Planned Parenthood that it could result in shutting down the federal government in just about two weeks. Do you agree with Senator Cruz's tactic?",36
551,Kasich,"Well, I agree that we should defund Planned Parenthood. I don't know many people in America who don't think that we should, and in my state, we're trying to figure out how to get it done, because we are threatened with the federal government taking all of our Medicaid money away. I think there is a way to get this done by giving governors the ability to be able to act to defund Planned Parenthood. But when (ph) it comes to closing down the federal government, you gotta be very careful about that. When we shut the government down -- if we have a chance at success and it's a great principle, yes. The president of the United States is not going to sign this, and all we're gonna do is shut the government down, and then we're gonna open up -- open it up, and the American people are gonna shake their heads and say, ""what's the story with these Republicans?"" So I think there is a way to get to cutting off the funding for Planned Parenthood. I was in the Congress for 18 years, balanced the budget, cut taxes, got it done. Changed welfare, went around the president to get welfare reform done. There are ways to do it without having to shut the government down, but I'm sympathetic to the fact that we don't want this organization to get funding, and the money ought to be reprogrammed for family planning in other organizations that don't support this tactic. But I would not be for shutting the government down...",262
552,Bash,Thank you.,2
553,Kasich,...because I don't think it's going to work out.,9
554,Bash,"Thank you. Senator Cruz, I would just add that, on this stage not that long ago, Senator Graham said that this tactic that you're pushing would tank the Republicans' ability to win in 2016.",34
555,Cruz,"Well, let me tell you, Dana, number one, I'm proud to stand for life. These Planned Parenthood videos are horrifying. I would encourage every American to watch the videos. See -- seeing your Planned Parenthood officials callously, heartlessly bartering and selling the body parts of human beings, and then ask yourself, ""are these my values?"" These are horrifying. On these videos, Planned Parenthood also essentially confesses to multiple felonies. It is a felony with ten years' jail term to sell the body parts of unborn children for profit. That's what these videos show Planned Parenthood doing. Absolutely we shouldn't be sending $500 million of taxpayer money to funding an ongoing criminal enterprise, and I'll tell you, the fact that Republican leadership in both houses has begun this discussion by preemptively surrendering to Barack Obama and saying, ""we'll give in because Obama threatens a veto."" You know, Obama's committed to his principles. His liberal principles, he will fight for them. He says...",161
556,Bash,"Thank you, senator.",3
557,Cruz,"I will veto any budget that doesn't fund Planned Parenthood, and Republicans surrender. We need to stop surrendering and start standing...",21
558,Bash,Thank you...,2
559,Cruz,...for our principles. (CROSSTALK),4
560,Bash,"Governor -- governor, I want to go to you. Is it what Senator Cruz says, a surrender by Republicans? Christie: We're not -- what I can tell you is this. We didn't surrender in New Jersey, six years ago, as the brand new first ever pro-life governor of New Jersey since Roe versus Wade, I defended Planned Parenthood. And I've vetoed Planned Parenthood funding, now, eight times in New Jersey. Since the day I walked in as governor, Planned Parenthood has not been funded in New Jersey. We stood up and every one of those vetoes has been sustained. But here's the problem, we're -- we're fighting with each other up here. We agree. Let's ask Hillary Clinton. She believes in the systematic murder of children in the womb to preserve their body parts...",134
561,Bash,But...,1
562,Kasich,"...Dana, in a way that maximizes their value for sale for profit. It is disgusting, and the American people need to hear it...",23
563,Bash,But is it...,3
564,Kasich,"...we shouldn't be fighting with each other. She's the real opponent, she's the real problem.",15
565,Bash,"But, governor, the -- but, governor, the reality is, in just two weeks' time...",14
566,Bash,"...we are going to be facing a question about whether or not it's enough to shut down the government to make that statement, because there is still a Democrat in the White House. Do you oppose it or support it?",40
567,Kasich,"I'll tell you what -- I'll tell you what I'd be willing to fight for. I'll tell you what I'd be willing to fight for. Why will (ph) we put tax reform on the president's desk, so we can simplify this tax system?",43
568,Bash,"Yes or no, do you support this shutdown?",8
569,Kasich,"No, no, it's really important, Dana. We got to talk about what we would be willing to shut down for. Why don't we put tax reform on this president's desk, and make him veto it if that's what he wants to do? Why haven't we repealed and replaced Obamacare? Make him veto if that's what he wants to do.",59
570,Bash,We're talking about Planned Parenthood right now.,7
571,Christie,And why don't we do the same thing with Planned Parenthood?,11
572,Bash,Can you answer yes or no?,6
573,Christie,"We elected a Republican Congress to do this. And they should be doing it, and they're not. And they're giving the president a pass.",24
574,Fiorina,"Dana, I'd like to...",4
575,Bash,"One more time. I'm sorry, I just want to get the answer.",12
576,Christie,"I put it in the list, Dana. We should be doing these things and forcing the president to take action.",20
577,Bash,So you would support a shutdown.,6
578,Christie,"Let's force him to do what he says he's going to do. Now I don't know whether he'll do it or not, but let's force him to do it.",29
579,Fiorina,"Dana, I would like to link these two issues, both of which are incredibly important, Iran and Planned Parenthood. One has something to do with the defense of the security of this nation. The other has something to do with the defense of the character of this nation. You have not heard a plan about Iran from any politician up here, here is my plan. On day one in the Oval Office, I will make two phone calls, the first to my good friend to Bibi Netanyahu to reassure him we will stand with the state of Israel. The second, to the supreme leader, to tell him that unless and until he opens every military and every nuclear facility to real anytime, anywhere inspections by our people, not his, we, the United States of America, will make it as difficult as possible and move money around the global financial system. We can do that, we don't need anyone's cooperation to do it. And every ally and every adversary we have in this world will know that the United States in America is back in the leadership business, which is how we must stand with our allies. As regards Planned Parenthood, anyone who has watched this videotape, I dare Hillary Clinton, Barack Obama to watch these tapes. Watch a fully formed fetus on the table, it's heart beating, it's legs kicking while someone says we have to keep it alive to harvest its brain. This is about the character of our nation, and if we will not stand up in and force President Obama to veto this bill, shame on us.",270
580,Tapper,"Dana, I want to continue on the subject. Governor Bush, you recently said while discussing Planned Parenthood, quote, you're ""not sure we need a half billion for women's health issues."" Now you've since said that you misspoke, you didn't mean to say ""women's health issues."" But Donald Trump said that quote, that comment, which Hillary Clinton did seize upon immediately, will haunt you the same way Mitt Romney's 47 percent video haunted him. Tell Donald Trump why he's wrong.",79
581,Bush,"Well, he's wrong on a lot of things, but on this he's wrong because I'm the most pro-life governor on this stage. I got to act on my core beliefs. It's part of who I am. Life is a gift from God. And from beginning end we need to respect it and err on the side of life. And so I defunded Planned Parenthood. We created a climate where parental notification took place. We were the only state to fund crisis pregnancy centers with state moneys. We were totally focused on this. And I would bring that kind of philosophy to Washington, D.C. So here is a solution to this. Title X of the HHS funding, there is something that was the ""Reagan Rule."" It was passed in 1988. And in that rule it was defined, and the courts approved this, that a Planned Parenthood, you couldn't separate the money between the actual abortion procedures, and there are 330,000 abortions that take place in this clinic, and their promotion of it. He interpreted it the right way, the courts ruled in his favor, and Planned Parenthood did not get funding during that time until President Clinton came in. When I'm elected president, we will restore that interpretation of Title X. And this deal will be finished.",216
582,Tapper,"Thank you, Governor Bush. Donald Trump, let me just...",9
583,Trump,"Jeb, just...",2
584,Tapper,"The quote was, ""I'm not sure we need half a billion dollars for women's health issues."" He said he misspoke. You said that that's going to haunt him. Why do you think that?",33
585,Trump,"I think it will haunt him. I think it's a terrible. I think it's going to haunt him absolutely. He came back later and he said he misspoke. There was no question because I heard when he said the statement. I was watching and he said the statement. And I said, wow, I can't believe it. I will take care of women. I respect women. I will take care of women. One thing we will say and I would like to get back to the Iran situation. We're talking about Iran. The agreement was terrible. It was incompetent. I've never seen anything like it. One of the worst contracts of any kind I've ever seen. And nobody ever mentions North Korea where you have this maniac sitting there and he actually has nuclear weapons and somebody better start thinking about North Korea and perhaps a couple of other places. But certainly North Korea. And Ted and I have spoken. We've -- a lot of us have spoken. We're talking about Iran. They are bad actors, bad things are going to happen. But in the meantime, you have somebody right now in North Korea who has got nuclear weapons and who is saying almost every other week, I'm ready to use them. And we don't even mention it.",217
586,Tapper,Governor Bush?,2
587,Bush,"There are 13,000 community-based organizations that provide health services to women, 13,000 in this country. I don't believe that Planned Parenthood should get a penny from the federal government. Those organizations should get funding, just as I increased funding when I was governor of the state. That's the way you do this is you improve the condition for people. And, Donald, when I was governor, we also increased the opportunities for women. Women's income grew three times faster than the national average when I was governor.",86
588,Trump,So why didn't you say it? Why didn't you say it?,11
589,Bush,We improved -- we improved --,6
590,Trump,"I know, but why did you say it? I heard it myself. Why did you say it?",17
591,Bush,-- we increased child support -- we increased child support with a broken system by 90 percent.,17
592,Trump,You said you're going to cut funding for women's health. You said it.,13
593,Bush,I have a proven record. I have a proven record.,10
594,Trump,You said it.,3
595,Tapper,I want to -- we're going to get to --,10
596,Walker,"Jake, just one more moment. This is -- there's something bigger to this. Now, I -- like so many other governors here, I defunded Planned Parenthood four-and-a-half years ago, in a Blue State. But it's bigger than that. We did that in a Blue State, we took the money and put it into women's health, so we did exactly what we're talking about here. But I think the bigger issue here is we should be able to do this nationally, and this is precisely why so many Republicans are upset with Washington. They see the House and they see the Senate and they say why can't we pass this. Why can't we defund Planned -- put it in a spending bill. Forget about the 60-vote rule, there's no reason -- and the Constitution doesn't call for 60 votes. Pass it with 51 votes, put it on the desk of the president --",152
597,Tapper,"Thank you, Governor.",3
598,Walker,-- and go forward and actually make a point. This is why --,13
599,Tapper,"Thank you, Governor.",3
600,Walker,-- people are upset with Washington.,6
601,Tapper,"We're going to -- we're going to get to many of these issues. This -- we're still in the first block, believe it or not. We're going to get to many of these issues, but before we end this block, Ms. Fiorina, I do want to ask you about this. In an interview last week in Rolling Stone magazine, Donald Trump said the following about you. Quote, ""Look at that face. Would anyone vote for that? Can you imagine that, the face of our next president?"" Mr. Trump later said he was talking about your persona, not your appearance. Please feel free to respond what you think about his persona. (LAUGHTER)",111
602,Fiorina,"You know, it's interesting to me, Mr. Trump said that he heard Mr. Bush very clearly and what Mr. Bush said. I think women all over this country heard very clearly what Mr. Trump said.",35
603,Trump,"I think she's got a beautiful face, and I think she's a beautiful woman.",14
604,Tapper,"All right. On that note, in less than two minutes -- we're going to take a very quick break. In less than two minutes, the most contentious issue on the campaign trail. And the candidates on the stage are split over how to handle it. That's coming up next. Please give some applause to the candidates. (COMMERCIAL BREAK)",58
605,Tapper,"Welcome to CNN's Republican Presidential Debate. No topic perhaps has been more combustible in this campaign than the issue of immigration. Mr. Trump, you have called for deporting every undocumented immigrant, Governor Christie has said, quote, ""There are not enough law enforcement officers -- local, county, state and federal combined -- to forcibly deport 11 to 12 million people."" Tell Governor Christie how much your plan will cost, and how you will get it done.",75
606,Trump,"Correct. First of all, I want to build a wall, a wall that works. So important, and it's a big part of it. Second of all, we have a lot of really bad dudes in this country from outside, and I think Chris knows that, maybe as well as anybody. They go, if I get elected, first day they're gone. Gangs all over the place. Chicago, Baltimore, no matter where you look. We have a country based on laws. I will make sure that those laws are adhered to. These are illegal immigrants. I don't think you'd even be asking this question if I didn't run because when I ran, and I brought this up, my opening remarks at Trump Tower, I took heat like nobody has taken heat in a long time. And, then they found out with the killing of Katie, from San Francisco, and so many other crimes, they found out that I was right. And, most people, many people, apologized to me. I don't think you'd even be talking about illegal immigration if it weren't for me. So, we have a country of laws, they're going to go out, and they'll come back if they deserve to come back. If they've had a bad record, if they've been arrested, if they've been in jail, they're never coming back. We're going to have a country again. Right now, we don't have a country, we don't have a border, and we're going to do something about it, and it can be done with proper management, and it can be done with heart.",264
607,Tapper,"Governor Christie, you and I have talked about this in an interview. You say that his big wall, his plan to deport 11 to 12 million undocumented immigrants, it sounds great, but it's never going to happen. Tell him why you're skeptical of his plans?",45
608,Christie,"First of, Jake, I don't yield to anybody on how to enforce the law. I'm the only person on this stage who spent seven years as a United States Attorney after September 11th, and I know how to do this. The fact is though that for 15,000 people a day to be deported every day for two years is an undertaking that almost none of us could accomplish given the current levels of funding, and the current number of law enforcement officers. Here's what we need to do, and I think this is where Donald is absolutely right. What we need to do is to secure our border, and we need to do it with more than just a wall. We need to use electronics, we need to use drones, we need to use FBI, DEA, and ATF, and yes, we need to take the fingerprint of every person who comes into this country on a visa, and when they overstay their visa, we need to tap them on the shoulder, and say, ""You have overstayed your welcome, you're taking advantage of the American people. It's time for you to go."" If we had that kind of system in place, we wouldn't have the 11 million people we have now.",210
609,Tapper,"Thank you, Governor Christie...",4
610,Trump,"...By the way, I agree with -- with what Chris is saying, but, I will say this. Illegal immigration is costing us more than $200 billion dollars a year just to maintain what we have.",35
611,Tapper,"I want to bring in Dr. Carson because he too has been skeptical of your plan to immediately deport 11 to 12 million illegal immigrants. He said, quote, ""People who say that have no idea what this entails."" Why do you say that, Dr. Carson?",45
612,Carson,"Well, first of all, I recognize that we have an incredible illegal immigration problem. I was down in Arizona a few weeks ago at the border. I mean, the fences that were there were not manned, and those are the kind of fences when I was a kid that would barely slow us down. So, I don't see any purpose in having that. Now, what we need to do is look at something that actually works. Yuma County, Arizona. They stop 97 percent of the illegal immigrants through there. They put in a double fence with a road so that there was quick access by the enforcement people. If we don't seal the border, the rest of this stuff clearly doesn't matter. It's kind of ridiculous all the other things we talk about. We have the ability to do it, we don't have the will to do it. There was one area where they had cut a hole in the fence, and to repair it, they put a few strands of barb wire across. Well, the photographers who were there with us, they wanted to photograph us from the side of the Mexicans, and they went through there, and they were not physically fit people, and they took their cameras and things with them, and shot us from the other side. That's how easy it is to get across. And, the drugs, I mean, it goes on, and on, and on. ICE tells them to release these people, 67,000 criminals released...",251
613,Tapper,...Dr. Carson...,2
614,Carson,"...on to our property, it's ridiculous.",6
615,Tapper,"With all due respect, you said about Donald Trump's plan to deport 11 to 12 million undocumented immigrants, ""People who say that have no idea what this entails."" Why not?",30
616,Carson,"Well, I have also said, if anybody knows how to do that, that I would be willing to listen. And, if they can, you know, specify exactly how that's going to be done, and what the cost, and it sounds reasonable, then I think it's worth discussing...",47
617,Trump(?),...(INAUDIBLE)...,1
618,Tapper,...let's continue the conversation about illegal immigration with Dana Bash.,10
619,Bash,"Governor Bush, Mr. Trump has suggested that your views on immigration are influenced by your Mexican born wife. He said that, quote, ""If my wife were from Mexico, I think I would have a soft spot for people from Mexico."" Did Mr. Trump go to far in invoking your wife?",50
620,Bush,"He did, he did. You're proud of your family, just as I am.",13
621,Trump,Correct.,1
622,Bush,"To subject my wife into the middle of a raucous political conversation was completely inappropriate, and I hope you apologize for that, Donald.",23
623,Trump,"Well, I have to tell you, I hear phenomenal things. I hear your wife is a lovely woman...",18
624,Bush,She is. She's fantastic.,4
625,Trump,"I don't know her, and this is a total mischaracterization...",10
626,Bush,"She is absolutely the love of my life, and she's right here...",12
627,Trump,Good.,1
628,Bush,And why don't you apologize to her right now.,9
629,Trump,"No, I won't do that, because I've said nothing wrong.",10
630,Bush,Yeah.,1
631,Trump,But I do hear she's a lovely woman.,8
632,Bush,"So, here's the deal. My wife is a Mexican-American. She's an American by choice. She loves this country as much as anybody in this room, and she wants a secure border. But she wants to embrace the traditional American values that make us special and make us unique. We're at a crossroads right now. Are we going to take the Reagan approach, the hopeful optimistic approach, the approach that says that, you come to our country legally, you pursue your dreams with a vengeance, you create opportunities for all of us? Or the Donald Trump approach? The approach that says that everything is bad, that everything is coming to an end. I...",112
633,Bash,Mr. Trump?,2
634,Trump,Jeb said...,2
635,Bush,I'm on the Reagan side of this.,7
636,Trump,"... that they come into our country as an act of love. With all of the problems we that we have, in so many instances -- we have wonderful people coming in. But with all of the problems -- this is not an act of love. He's weak on immigration -- by the way, in favor of Common Core, which is also a disaster, but weak on immigration. He doesn't get my vote.",73
637,Bash,Mr. Trump...,2
638,Fiorina,"Dana, with all being said to Mr. Trump...",8
639,Bash,Go ahead.,2
640,Fiorina,"Immigration did not come up in 2016 because Mr. Trump brought it up. We talked about it in 2012, we talked about it in 2008. We talked about it in 2004.",31
641,Trump,Not with this intensity.,4
642,Fiorina,We have been talking about it for 25 years. This is why people are tired of politicians.,17
643,Bash,"Ms. Fiorina -- Ms. Fiorina, we're going to come to you, we're going to come to you. I just want to give Governor Bush a chance to respond to what Mr. Trump said.",33
644,Bush,"Look, first of all, I wrote a book about this, three -- four years ago, now. And I laid out a comprehensive, conservative approach for immigration reform. And it does require securing the border. No one disagrees with that. But to build a wall, and to deport people -- half a million a month -- would cost hundreds of billions of dollars, Donald. Hundreds of billions of dollars. It would destroy community life, it would tear families apart. And it would send a signal to the rest of the world that the United States values that are so important for our long-term success no longer matter in this country.",109
645,Trump,"As I said, we are spending $200 billion -- we are spending $200 billion a year on maintaining what we have. We will move them out. The great ones will come back, the good ones will come back. They'll be expedited, they'll be back, they'll come back legally. We'll have a country -- they'll come back, legally.",57
646,Bash,"OK, on that note, you have criticized Governor Bush for speaking Spanish on the campaign trail. You said, quote, ""He should really set an example by speaking English in the United States."" What's wrong with speaking Spanish?",37
647,Trump,"Well, I think it's wonderful and all, but I did it a little bit half-heartedly, but I do mean it to a large extent. We have a country, where, to assimilate, you have to speak English. And I think that where he was, and the way it came out didn't sound right to me. We have to have assimilation -- to have a country, we have to have assimilation. I'm not the first one to say this, Dana. We've had many people over the years, for many, many years, saying the same thing. This is a country where we speak English, not Spanish.",103
648,Bush,"Well, I've been speaking English here tonight, and I'll keep speaking English. But the simple fact is, if a high school kid asks me a question in Spanish, a school -- by the way, a voucher program that was created under my watch, the largest voucher program in the country, where kids can go to a Christian school, and they ask me a question in Spanish, I'm going to show respect and answer that question in Spanish. Even though they do speak English, and even though they embrace American values.",90
649,Trump,"This is a reporter, not a high school kid.",9
650,Rubio,"Ms. Dana, I agree that English is the unifying language of our country, and everyone should learn to speak it. It's important. I want to tell you a story about someone that didn't speak English that well. It was my grandfather; he came to this country in the 1960s, as a -- escaping Cuba. And he lived with us, growing up. And my grandfather loved America. He understood what was so special about this country. He loved Ronald Reagan; he would be very proud of the fact that we're here this evening. My grandfather instilled in me the belief that I was blessed to live in the one society in all of human history where even I, the son of a bartender and a maid, could aspire to have anything, and be anything that I was willing to work hard to achieve. But he taught me that in Spanish, because it was the language he was most comfortable in. And he became a conservative, even though he got his news in Spanish. And so, I do give interviews in Spanish, and here's why -- because I believe that free enterprise and limited government is the best way to help people who are trying to achieve upward mobility. And if they get their news in Spanish, I want them to hear that directly from me. Not from a translator at Univision.",230
651,Tapper,"Thank you, Senator Rubio.",4
652,Tapper,"Senator Cruz -- Senator Cruz, this week, we learned more about Dr. Carson's plan for the 11 million to 12 million undocumented immigrants in this country. Dr. Carson proposed giving these undocumented immigrants a six- month grace period to pay back taxes then to let them become guest workers and only to deport people who failed to do that.",59
653,Carson,Not exactly what I said.,5
654,Tapper,"Well, how would you say it, sir? I was just reading the Wall Street Journal quote, but please tell us.",20
655,Carson,"Well, what I said, after we seal the borders, after we turn off the spigot that dispenses all the goodies so we don't have people coming in here, including employment, that people who had a pristine record, we should consider allowing them to become guest workers, primarily in the agricultural sphere, because that's the place where Americans don't seem to want to work. That's what I said. And they have a six-month period to do that. If they don't do it within that time period, then they become illegal, and as illegals, they will be treated as such.",98
656,Tapper,"OK, from the horse's mouth, Senator Cruz, does that fit your definition of amnesty?",14
657,Cruz,"Well, Jake, you know, I'm -- I'm very glad that Donald Trump's being in this race has forced the mainstream media finally to talk about illegal immigration. I think that's very important. I like and respect Ben Carson. I'll let him talk about his own plans. But I will say this: The natural next question that primary voters are asking, after we focus on illegal immigration is, okay, what are the records of the various candidates? And this is an issue on which there are stark differences. A majority of the men and women on this stage have previously and publicly embraced amnesty. I am the only candidate on this stage who has never supported amnesty and, in fact, who helped lead the fight to stop a massive amnesty plan. In 2013, when Barack Obama and Harry Reid joined the Washington Republicans in a massive, I stood shoulder to shoulder with Jeff Sessions helping lead the fight. You know, folks here have talked about, how do you secure the borders? Well, I've been leading the fight in the Senate to triple the Border Patrol, to put in place fencings and walls, to put in place a strong biometric exit/entry system...",200
658,Tapper,"Thank you, Senator. Senator Rubio...",5
659,Carson,Can I -- can I -- can I just...,9
660,Tapper,... I'm not sure...,4
661,Carson,Can I correct...,3
662,Tapper,"We'll come back to you -- we'll come back to you in one second, sir. But Senator Rubio, I'm not sure exactly whose plan he's -- he's saying is -- constitutes amnesty, but I know he has said it about your plan in the past, so I want to give you a chance to respond, then, Dr. Carson, we'll come to you.",62
663,Carson,OK.,1
664,Rubio,"Well, let me say that legal immigration is not an issue I read about in the newspaper. Immigration, illegal immigration, all the good aspects of immigration and all the negative ones as well, I live with. My family's immigrants. My neighbors are all immigrants. My in-laws are all immigrants. So I've seen every aspect of it, and I can tell you America doesn't have one immigration problem, it has three. First, despite the fact that we are the most generous country in the history of the world in allowing people to come here legally, we have people still coming illegally. Second, we have a legal immigration system that no longer works. It primary is built on the basis of whether you have a relative living here instead of merit. And third, we have 11 million or 12 million people, many of whom have been here for longer than a decade who are already here illegally. And we must deal with all three of these problems. We cannot deal with all three of these problems in one massive piece of legislation. I learned that. We tried it that way. Here's the way forward: First, we must -- we must secure our border, the physical border, with -- with a wall, absolutely. But we also need to have an entry/exit tracking system. 40 percent of the people who come here illegally come legally, and then they overstay the visa. We also need a mandatory e-verify system. After we've done that, step two would be to modernize our legal immigration system so you come to America on the basis of what you can contribute economically, not whether or not simply you have a relative living here. And after we've done those two things, I believe the American people...",295
665,Tapper,"Thank you, Senator.",3
